open_time,Open,High,Low,Close,Volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
1642896000000,1.07100000,1.17000000,1.05100000,1.12400000,257147931.50000000,1642982399999,283676579.49820000,487710,129425893.50000000,142778015.86200000,0
1642982400000,1.12400000,1.12500000,0.95100000,1.06500000,437410320.00000000,1643068799999,447077366.56550000,775867,218581905.60000000,223652913.08910000,0
1643068800000,1.06600000,1.07400000,0.99100000,1.04300000,218828333.30000000,1643155199999,226342639.20710000,394458,106646555.60000000,110416277.87500000,0
1643155200000,1.04300000,1.15700000,1.02200000,1.07700000,336503954.90000000,1643241599999,366773055.23600000,654579,172927059.30000000,188646994.57740000,0
1643241600000,1.07800000,1.08000000,1.00400000,1.04200000,184762461.80000000,1643327999999,192138287.93210000,348731,90648510.20000000,94329195.86970000,0
1643328000000,1.04200000,1.05900000,1.00800000,1.04800000,137690073.10000000,1643414399999,142445944.66390000,257649,68173980.00000000,70574831.11260000,0
1643414400000,1.04900000,1.08400000,1.03700000,1.05900000,89531278.40000000,1643500799999,94893530.21240000,194659,45664178.60000000,48414648.84340000,0
1643500800000,1.05900000,1.07700000,1.02400000,1.03500000,72352160.10000000,1643587199999,76033766.38120000,155872,35044693.40000000,36845540.50610000,0
1643587200000,1.03500000,1.06000000,1.00600000,1.05100000,101218950.10000000,1643673599999,104454406.49580000,192580,49827982.30000000,51466086.36200000,0
1643673600000,1.05200000,1.09600000,1.03400000,1.09600000,124526330.30000000,1643759999999,132239499.01620000,235302,63856830.50000000,67899221.52210000,0
1643760000000,1.09600000,1.10300000,1.02200000,1.02700000,126857788.70000000,1643846399999,134518230.47350000,259307,61105420.90000000,64811151.28570000,0
1643846400000,1.02700000,1.06200000,1.01600000,1.06100000,98542208.50000000,1643932799999,102202422.36260000,175684,50668066.00000000,52604906.81950000,0
1643932800000,1.06100000,1.13900000,1.04500000,1.13800000,135205051.60000000,1644019199999,146202131.63450000,270244,71036129.20000000,76888648.38240000,0
1644019200000,1.13800000,1.17800000,1.09700000,1.12500000,152710784.30000000,1644105599999,174120235.96210000,348245,74688266.50000000,85192051.87680000,0
1644105600000,1.12500000,1.15000000,1.09700000,1.14300000,107099317.00000000,1644191999999,120397073.34130000,221871,54845166.60000000,61697205.69000000,0
1644192000000,1.14200000,1.20900000,1.12500000,1.19900000,267801841.60000000,1644278399999,316342987.64770000,508239,132860060.70000000,156961013.67520000,0
1644278400000,1.19800000,1.26300000,1.13300000,1.17600000,271657090.80000000,1644364799999,325233753.45430000,532963,136633045.50000000,163806134.78490000,0
1644364800000,1.17600000,1.21500000,1.15200000,1.19500000,137109784.20000000,1644451199999,163081276.59010000,245675,70615255.30000000,84007590.26110000,0
1644451200000,1.19400000,1.22500000,1.14300000,1.15000000,183604520.10000000,1644537599999,217359334.45660000,359090,90110681.60000000,106868641.65970000,0
1644537600000,1.15000000,1.16400000,1.06800000,1.07900000,131818725.20000000,1644623999999,149139853.84640000,247139,61269579.50000000,69437421.46570000,0
1644624000000,1.07900000,1.09200000,1.02900000,1.05900000,149173437.20000000,1644710399999,158161972.99250000,234429,70024570.70000000,74356975.46040000,0
1644710400000,1.05800000,1.07600000,1.03200000,1.04200000,99247994.00000000,1644796799999,104644114.85350000,151375,48219252.00000000,50882942.95210000,0
1644796800000,1.04300000,1.05500000,1.01800000,1.04900000,138982742.30000000,1644883199999,144076429.13320000,179063,70394301.60000000,73018128.72150000,0
1644883200000,1.05000000,1.11500000,1.04900000,1.10700000,153934616.30000000,1644969599999,167359595.19250000,217645,82745488.30000000,89953103.41190000,0
1644969600000,1.10800000,1.11200000,1.06600000,1.08200000,100925929.70000000,1645055999999,109865510.98800000,165005,48553767.00000000,52862804.04230000,0
1645056000000,1.08300000,1.09400000,1.00800000,1.02000000,114535761.90000000,1645142399999,120519433.26960000,193074,53419138.80000000,56285490.95370000,0
1645142400000,1.01900000,1.04300000,0.98300000,0.99500000,133614248.40000000,1645228799999,135340040.63690000,197322,61916581.50000000,62758659.55150000,0
1645228800000,0.99600000,1.01900000,0.97300000,0.99600000,92102940.70000000,1645315199999,91691271.91420000,143588,44229779.80000000,44056532.93660000,0
1645315200000,0.99700000,0.99800000,0.91900000,0.93100000,156774619.10000000,1645401599999,148159415.55950000,209970,73930478.10000000,69855237.47090000,0
1645401600000,0.93100000,0.99300000,0.85100000,0.85600000,283488504.31000000,1645487999999,262678267.43904600,359675,141812799.39000000,131749489.47073200,0
1645488000000,0.85600000,0.89700000,0.81300000,0.88800000,264842040.57000000,1645574399999,226538695.65487400,305066,135174661.60000000,115737060.63340000,0
1645574400000,0.88800000,0.96000000,0.86300000,0.86600000,237719675.90000000,1645660799999,217317574.21340000,293901,118343851.10000000,108293055.37270000,0
1645660800000,0.86600000,0.89900000,0.74600000,0.85300000,560130978.58000000,1645747199999,450115675.74159100,622428,278753569.48000000,224057445.37892900,0
1645747200000,0.85200000,0.91000000,0.82300000,0.89800000,210840757.40000000,1645833599999,182133681.22250000,277084,108164324.10000000,93497972.65880000,0
1645833600000,0.89800000,0.93000000,0.88100000,0.88700000,142052119.70000000,1645919999999,128478270.23740000,180449,70364631.80000000,63669368.81070000,0
1645920000000,0.88600000,0.91500000,0.83200000,0.85600000,162004634.90000000,1646006399999,141268322.63670000,205762,80351772.10000000,70095991.86710000,0
1646006400000,0.85700000,0.97000000,0.84200000,0.96200000,227929558.70000000,1646092799999,206628176.27530000,326839,117869735.30000000,106889551.06070000,0
1646092800000,0.96200000,1.01100000,0.93900000,0.96300000,234764266.60000000,1646179199999,227552504.56080000,333114,115627793.20000000,112142449.97940000,0
1646179200000,0.96400000,0.97700000,0.92700000,0.93900000,149491898.80000000,1646265599999,142500770.67190000,226130,74102858.40000000,70670333.37280000,0
1646265600000,0.93800000,0.94600000,0.88300000,0.90300000,114772747.90000000,1646351999999,104789950.51440000,155893,54637464.80000000,49908318.82410000,0
1646352000000,0.90200000,0.90300000,0.82600000,0.84400000,147015719.30000000,1646438399999,127682736.98680000,193685,68749158.30000000,59724859.68460000,0
1646438400000,0.84400000,0.88300000,0.81800000,0.86400000,78739554.50000000,1646524799999,67279606.74730000,117390,40190181.20000000,34353747.47390000,0
1646524800000,0.86500000,0.87200000,0.81900000,0.82300000,76546559.40000000,1646611199999,64450087.98140000,105508,36800081.10000000,30997844.14180000,0
1646611200000,0.82200000,0.84700000,0.77700000,0.79300000,132775114.20000000,1646697599999,107954690.91360000,159730,62988514.10000000,51256731.50910000,0
1646697600000,0.79300000,0.82100000,0.78700000,0.80200000,123861693.70000000,1646783999999,99481585.61480000,134367,61742904.20000000,49609571.31730000,0
1646784000000,0.80200000,0.86300000,0.79900000,0.84900000,114971836.50000000,1646870399999,96603126.37410000,143262,58352959.90000000,49006840.56870000,0
1646870400000,0.84900000,0.85400000,0.78500000,0.80700000,115075825.80000000,1646956799999,93116288.82340000,129257,54527066.50000000,44130273.15620000,0
1646956800000,0.80600000,0.81900000,0.78200000,0.78800000,101514757.70000000,1647043199999,80994331.77120000,108396,49960139.90000000,39867814.45470000,0
1647043200000,0.78800000,0.80200000,0.78600000,0.78900000,50466434.40000000,1647129599999,40094234.34810000,58866,23917073.50000000,19010620.77720000,0
1647129600000,0.78900000,0.82100000,0.78000000,0.78600000,88733691.20000000,1647215999999,70913375.73300000,103707,46042469.10000000,36796812.42440000,0
1647216000000,0.78700000,0.81600000,0.77600000,0.80200000,104141955.40000000,1647302399999,83119494.67670000,120976,51926380.50000000,41471664.30570000,0
1647302400000,0.80300000,0.81700000,0.78100000,0.80000000,95462205.50000000,1647388799999,76242142.12160000,110291,48441967.70000000,38720742.24870000,0
1647388800000,0.80000000,0.84000000,0.79200000,0.83800000,160796978.50000000,1647475199999,130862784.24820000,189728,80732980.20000000,65776082.93790000,0
1647475200000,0.83900000,0.85800000,0.82700000,0.83500000,106462948.20000000,1647561599999,89780881.35190000,129730,52553825.80000000,44333156.48780000,0
1647561600000,0.83500000,0.86000000,0.82000000,0.85100000,82865732.30000000,1647647999999,69473720.72520000,105638,40514774.70000000,33995529.52320000,0
1647648000000,0.85100000,0.91600000,0.85000000,0.90300000,114266368.80000000,1647734399999,101043393.85960000,196393,59954947.30000000,53007348.97320000,0
1647734400000,0.90200000,0.91600000,0.86400000,0.87900000,93008770.90000000,1647820799999,82605912.68870000,155886,44617740.30000000,39650903.22870000,0
1647820800000,0.87900000,0.93000000,0.86300000,0.91700000,115815047.20000000,1647907199999,104344596.32650000,198250,58353607.00000000,52601332.14000000,0
1647907200000,0.91700000,0.98800000,0.90700000,0.97500000,172058469.40000000,1647993599999,164577626.02880000,280866,88354357.00000000,84498976.32020000,0
1647993600000,0.97500000,1.11000000,0.95700000,1.10800000,362447245.10000000,1648079999999,376836453.72380000,645078,189677928.70000000,197436607.68670000,0
1648080000000,1.10800000,1.19000000,1.07600000,1.13100000,390982460.00000000,1648166399999,445651286.52840000,702338,192422645.50000000,219300288.94500000,0
1648166400000,1.13000000,1.16700000,1.07200000,1.09600000,290456883.70000000,1648252799999,324802638.26710000,506738,140613667.10000000,157248129.85860000,0
1648252800000,1.09600000,1.16000000,1.07900000,1.15200000,143117986.10000000,1648339199999,161024339.18000000,271206,75325602.00000000,84777494.22780000,0
1648339200000,1.15200000,1.18600000,1.10400000,1.18400000,135043361.80000000,1648425599999,154469498.28350000,261245,66427046.30000000,76070221.50080000,0
1648425600000,1.18400000,1.24600000,1.15700000,1.17000000,261105698.60000000,1648511999999,313807434.48560000,517027,130753524.40000000,157242155.88600000,0
1648512000000,1.17000000,1.24300000,1.16600000,1.19100000,180298618.00000000,1648598399999,217154215.41500000,341275,87102380.10000000,104947290.20190000,0
1648598400000,1.19100000,1.21800000,1.16100000,1.18900000,146032640.30000000,1648684799999,173764772.78650000,233353,72207436.30000000,85956392.26100000,0
1648684800000,1.18900000,1.22800000,1.13300000,1.14100000,177164788.10000000,1648771199999,209017789.90700000,307148,85926940.40000000,101514333.82120000,0
1648771200000,1.14100000,1.17500000,1.10400000,1.16500000,191221298.90000000,1648857599999,218746166.90280000,274430,90992663.80000000,104169996.25260000,0
1648857600000,1.16500000,1.19500000,1.14500000,1.15500000,107106263.90000000,1648943999999,125668411.16320000,204659,51972990.20000000,61023356.69410000,0
1648944000000,1.15600000,1.20000000,1.14200000,1.18600000,78660058.30000000,1649030399999,92317779.56350000,149109,41166239.30000000,48340411.93690000,0
1649030400000,1.18600000,1.24500000,1.16000000,1.21200000,253235570.30000000,1649116799999,304882047.67270000,472893,128560129.00000000,154965917.24830000,0
1649116800000,1.21200000,1.21900000,1.16300000,1.17100000,108831679.50000000,1649203199999,130155835.15920000,204197,52266781.60000000,62537391.32100000,0
1649203200000,1.17000000,1.17300000,1.04700000,1.05200000,206766772.70000000,1649289599999,229948472.48430000,353472,85414458.70000000,95170549.32110000,0
1649289600000,1.05200000,1.10100000,1.03800000,1.08900000,99287570.50000000,1649375999999,106736899.88680000,173322,50645926.10000000,54451137.51820000,0
1649376000000,1.08900000,1.10000000,1.01900000,1.02400000,88048109.30000000,1649462399999,93952128.17170000,143736,40275676.90000000,43031304.84820000,0
1649462400000,1.02500000,1.04700000,1.02100000,1.04500000,49693999.10000000,1649548799999,51363885.97100000,77809,25006049.90000000,25860086.51960000,0
1649548800000,1.04400000,1.07000000,1.02300000,1.02700000,51995282.70000000,1649635199999,54357960.73170000,92974,24892400.30000000,26041995.93890000,0
1649635200000,1.02600000,1.03300000,0.91700000,0.92000000,159034131.60000000,1649721599999,154099625.61970000,236922,72693182.20000000,70433193.62540000,0
1649721600000,0.91900000,0.98200000,0.91500000,0.95500000,115179052.50000000,1649807999999,109425977.48800000,167562,57693607.00000000,54813130.45140000,0
1649808000000,0.95400000,0.98100000,0.93400000,0.97400000,83269578.60000000,1649894399999,79890065.97980000,112129,43065996.80000000,41359045.24590000,0
1649894400000,0.97400000,0.98500000,0.92300000,0.93300000,84093379.20000000,1649980799999,80111053.20670000,118462,38912059.10000000,37117778.64410000,0
1649980800000,0.93300000,0.95900000,0.92900000,0.95600000,42541809.70000000,1650067199999,40346404.52140000,64036,20926706.70000000,19851156.17230000,0
1650067200000,0.95500000,0.96200000,0.93700000,0.95100000,36809858.40000000,1650153599999,34998947.70040000,55559,17676225.80000000,16816860.47760000,0
1650153600000,0.95000000,0.96300000,0.91200000,0.91400000,42819442.00000000,1650239999999,40310611.73530000,68140,19981291.10000000,18825894.14940000,0
1650240000000,0.91400000,0.93900000,0.87400000,0.93700000,118870539.60000000,1650326399999,107348406.18140000,157240,58326637.10000000,52740274.83790000,0
1650326400000,0.93600000,0.95700000,0.92700000,0.95200000,75432689.70000000,1650412799999,70879191.94390000,95583,37647394.20000000,35390633.75930000,0
1650412800000,0.95200000,0.97600000,0.93000000,0.93700000,93644303.60000000,1650499199999,89151003.94770000,125231,45069296.40000000,42939466.93510000,0
1650499200000,0.93700000,0.97100000,0.89100000,0.91000000,105007978.40000000,1650585599999,98683813.64590000,150741,50937770.00000000,47903038.38220000,0
1650585600000,0.91000000,0.92400000,0.89100000,0.90600000,82391016.70000000,1650671999999,74969570.34520000,96782,38366222.90000000,34929641.67230000,0
1650672000000,0.90600000,0.91300000,0.88100000,0.88600000,34559067.50000000,1650758399999,30978218.32970000,56634,15812715.80000000,14181225.45640000,0
1650758400000,0.88600000,0.89900000,0.87700000,0.88600000,49191017.00000000,1650844799999,43699800.47420000,70622,22550246.90000000,20038357.44570000,0
1650844800000,0.88500000,0.90390000,0.82610000,0.89740000,171944524.50000000,1650931199999,148027393.73861000,277318,82475298.60000000,70974176.42565000,0
1650931200000,0.89750000,0.90300000,0.81500000,0.82590000,176710067.00000000,1651017599999,151087067.46235000,273090,80509678.40000000,68921649.90842000,0
1651017600000,0.82580000,0.85620000,0.81870000,0.84010000,148780516.90000000,1651103999999,124685106.18968000,234750,75378198.00000000,63182492.47582000,0
1651104000000,0.84010000,0.85260000,0.82580000,0.84320000,134885232.90000000,1651190399999,113478674.58921000,189397,67156437.80000000,56494787.57569000,0
1651190400000,0.84320000,0.84950000,0.78910000,0.80480000,139320128.30000000,1651276799999,113905864.56138000,193102,66368800.50000000,54269104.62286000,0
1651276800000,0.80500000,0.81790000,0.73510000,0.75560000,147364161.34000000,1651363199999,115290631.74037000,209037,70694875.00000000,55392645.43586000,0
1651363200000,0.75550000,0.80020000,0.74510000,0.78950000,137793227.30000000,1651449599999,106582681.54010000,207348,66750097.40000000,51633074.20730000,0
1651449600000,0.78940000,0.79680000,0.76360000,0.78090000,128907016.80000000,1651535999999,100687424.37431000,191863,64656968.60000000,50500094.06167000,0
1651536000000,0.78080000,0.79940000,0.76050000,0.77110000,96429722.50000000,1651622399999,75410127.88362000,144918,47925179.40000000,37463768.15689000,0
1651622400000,0.77120000,0.89920000,0.76770000,0.89850000,256649760.00000000,1651708799999,213655126.17362000,413280,131688959.40000000,109579531.29404000,0
1651708800000,0.89860000,0.90580000,0.77160000,0.78840000,364970629.30000000,1651795199999,304513975.74832000,574367,179080877.30000000,149545531.51579000,0
1651795200000,0.78840000,0.79970000,0.76250000,0.78320000,244058670.20000000,1651881599999,191381224.54187000,367204,121818653.30000000,95537447.27456000,0
1651881600000,0.78320000,0.78580000,0.74670000,0.76040000,126808896.00000000,1651967999999,97951871.70325000,173806,60759914.60000000,46957053.63092000,0
1651968000000,0.76050000,0.76630000,0.72540000,0.74030000,175139530.39000000,1652054399999,130209850.91065200,236153,84619664.60000000,62924917.21428000,0
1652054400000,0.74040000,0.75420000,0.59760000,0.60190000,472342566.94000000,1652140799999,315923785.34239200,741784,227186490.32000000,151909271.72451400,0
1652140800000,0.60250000,0.70100000,0.58330000,0.62860000,436850308.60000000,1652227199999,283217801.10111000,751497,219301763.50000000,142231857.46170000,0
1652227200000,0.62860000,0.66310000,0.47270000,0.51870000,623456066.51000000,1652313599999,361445760.60107500,1045207,300556900.44000000,174695898.93939200,0
1652313600000,0.51860000,0.55080000,0.40190000,0.47330000,815465798.46000000,1652399999999,375840228.05598600,1165637,405974288.50000000,187367607.63957000,0
1652400000000,0.47330000,0.60940000,0.46890000,0.52900000,458070252.80000000,1652486399999,253922648.53897000,695710,225640585.10000000,125049327.88592000,0
1652486400000,0.52890000,0.55720000,0.48880000,0.53720000,253441055.60000000,1652572799999,132311337.37410000,422322,125166336.90000000,65364448.60597000,0
1652572800000,0.53740000,0.59990000,0.51480000,0.59810000,195264575.40000000,1652659199999,108585670.20941000,327792,97691998.80000000,54375488.68431000,0
1652659200000,0.59820000,0.61460000,0.54440000,0.55690000,280903516.10000000,1652745599999,159793334.64289000,465282,134195479.80000000,76346603.27610000,0
1652745600000,0.55690000,0.59990000,0.55110000,0.57780000,178084619.60000000,1652831999999,102370872.29060000,315535,88401271.60000000,50811297.99984000,0
1652832000000,0.57760000,0.58630000,0.50260000,0.50590000,203077123.90000000,1652918399999,109204097.70007000,325319,98787500.20000000,53106646.98056000,0
1652918400000,0.50590000,0.54670000,0.49170000,0.53340000,205816006.70000000,1653004799999,107511001.86500000,310518,101921911.90000000,53230393.70054000,0
1653004800000,0.53340000,0.54500000,0.50120000,0.51620000,174293262.60000000,1653091199999,91285754.18405000,258211,88466784.10000000,46320019.98231000,0
1653091200000,0.51620000,0.53880000,0.50860000,0.52860000,85487336.00000000,1653177599999,45014383.53085000,134493,42063455.40000000,22149024.98364000,0
1653177600000,0.52860000,0.54880000,0.52190000,0.54160000,104514258.80000000,1653263999999,56137371.78749000,149250,51878916.10000000,27896334.08051000,0
1653264000000,0.54160000,0.55950000,0.50390000,0.51340000,189427959.80000000,1653350399999,101951558.22317000,271571,95461197.20000000,51366397.74152000,0
1653350400000,0.51330000,0.52550000,0.49270000,0.52190000,170905795.60000000,1653436799999,87550942.76270000,177961,83721980.30000000,42889155.95733000,0
1653436800000,0.52180000,0.53280000,0.50710000,0.51460000,133554250.30000000,1653523199999,69046651.59821000,145961,65738876.10000000,33974863.55584000,0
1653523200000,0.51450000,0.52100000,0.46140000,0.47890000,243664954.10000000,1653609599999,119303698.33202000,255129,119737412.70000000,58609269.57727000,0
1653609600000,0.47880000,0.48390000,0.44540000,0.45660000,268406015.60000000,1653695999999,123982040.01051000,278146,132187406.40000000,61078410.27387000,0
1653696000000,0.45660000,0.46930000,0.44810000,0.46460000,105935970.40000000,1653782399999,48699017.69142000,111150,52981406.30000000,24361722.22343000,0
1653782400000,0.46460000,0.48270000,0.45590000,0.48200000,88626528.90000000,1653868799999,41608754.06332000,97923,46065144.50000000,21628684.56862000,0
1653868800000,0.48190000,0.57770000,0.47720000,0.56980000,259278313.40000000,1653955199999,137534136.01408000,322644,134510610.10000000,71387427.77757000,0
1653955200000,0.56980000,0.68930000,0.56780000,0.62680000,663619489.70000000,1654041599999,419357527.62486000,1006434,331524738.30000000,209395401.95672000,0
1654041600000,0.62660000,0.63140000,0.53590000,0.55160000,355477399.60000000,1654127999999,207077770.67488000,455720,174782896.50000000,101776792.52181000,0
1654128000000,0.55170000,0.59810000,0.54870000,0.58710000,306125734.20000000,1654214399999,175597999.00685000,410361,154833926.70000000,88834336.56909000,0
1654214400000,0.58720000,0.60550000,0.53900000,0.56000000,206257910.90000000,1654300799999,116992848.81495000,300561,102831989.50000000,58317588.42559000,0
1654300800000,0.56000000,0.57180000,0.54490000,0.56650000,108779268.90000000,1654387199999,60846034.84104000,166996,54374282.10000000,30424849.38977000,0
1654387200000,0.56660000,0.58080000,0.55380000,0.56740000,95277593.60000000,1654473599999,54027559.10099000,126913,48975962.90000000,27785244.47815000,0
1654473600000,0.56750000,0.64720000,0.56510000,0.60910000,341502376.80000000,1654559999999,210111671.92015000,453386,174556496.70000000,107446478.06378000,0
1654560000000,0.60910000,0.64500000,0.57150000,0.61410000,338812294.70000000,1654646399999,205352604.40458000,471354,167261866.90000000,101405095.98204000,0
1654646400000,0.61400000,0.66960000,0.60870000,0.64080000,394267374.70000000,1654732799999,253883949.48087000,581779,196220274.40000000,126388176.58922000,0
1654732800000,0.64070000,0.65790000,0.62580000,0.63230000,192310885.50000000,1654819199999,123401495.81414000,282642,96223569.20000000,61773899.05154000,0
1654819200000,0.63230000,0.63610000,0.57000000,0.57440000,272263844.10000000,1654905599999,162542356.57568000,358386,136142775.40000000,81222370.52345000,0
1654905600000,0.57440000,0.61750000,0.54300000,0.55400000,300758115.70000000,1654991999999,172700700.11280000,374455,149315564.60000000,85758926.11045000,0
1654992000000,0.55410000,0.56100000,0.48930000,0.49040000,397530507.90000000,1655078399999,206803633.39901000,469363,194256087.40000000,101105889.40628000,0
1655078400000,0.49040000,0.49850000,0.43660000,0.46440000,761583537.40000000,1655164799999,352962846.74877000,852871,378622633.80000000,175576025.33645000,0
1655164800000,0.46420000,0.52000000,0.43690000,0.48310000,609069303.40000000,1655251199999,294811430.56791000,744052,303383282.90000000,146971066.81698000,0
1655251200000,0.48310000,0.53930000,0.44830000,0.53480000,628287744.00000000,1655337599999,303575079.58861000,794143,318238258.50000000,153868592.90912000,0
1655337600000,0.53470000,0.54720000,0.46730000,0.47620000,360176076.10000000,1655423999999,180247004.87872000,447662,177855293.70000000,88975462.33456000,0
1655424000000,0.47620000,0.50400000,0.47170000,0.48720000,221261441.40000000,1655510399999,108323356.32765000,268808,107184324.40000000,52473069.30131000,0
1655510400000,0.48710000,0.49530000,0.42060000,0.45490000,383466178.70000000,1655596799999,174806284.46655000,434016,188754268.20000000,86037405.45981000,0
1655596800000,0.45480000,0.49000000,0.43590000,0.48480000,304390171.70000000,1655683199999,140851798.29959000,352806,153614063.90000000,71092480.99970000,0
1655683200000,0.48490000,0.50880000,0.46130000,0.49150000,309797825.10000000,1655769599999,150592838.51178000,373869,152800252.60000000,74271890.33921000,0
1655769600000,0.49150000,0.51140000,0.47510000,0.48130000,269304587.00000000,1655855999999,133582879.81690000,336782,135015286.50000000,66974851.02379000,0
1655856000000,0.48130000,0.48150000,0.45590000,0.45940000,203592970.70000000,1655942399999,95339778.91015000,235107,97561351.80000000,45698654.52262000,0
1655942400000,0.45940000,0.48310000,0.45630000,0.48000000,160787911.20000000,1656028799999,75878540.69780000,175347,81747218.60000000,38588633.80883000,0
1656028800000,0.48000000,0.50970000,0.47620000,0.49810000,241562561.80000000,1656115199999,119934896.12403000,274333,120407724.10000000,59774316.24439000,0
1656115200000,0.49820000,0.50780000,0.47830000,0.49840000,142417111.70000000,1656201599999,70381037.05771000,168307,68803509.80000000,34009313.49437000,0
1656201600000,0.49850000,0.52600000,0.48850000,0.48990000,211856675.90000000,1656287999999,107772457.29959000,249977,105772025.00000000,53804316.87672000,0
1656288000000,0.48990000,0.50880000,0.47560000,0.48560000,157303921.40000000,1656374399999,77606254.36506000,179939,79453603.20000000,39208187.63621000,0
1656374400000,0.48550000,0.49750000,0.46710000,0.46940000,163559982.80000000,1656460799999,78948406.06234000,186022,78703385.90000000,38002713.98739000,0
1656460800000,0.46930000,0.47720000,0.45880000,0.46620000,166130162.20000000,1656547199999,77773512.88053000,171783,79642286.40000000,37290048.81748000,0
1656547200000,0.46620000,0.46770000,0.43520000,0.45990000,212174584.90000000,1656633599999,95075676.72616000,216004,106495608.10000000,47720104.26400000,0
1656633600000,0.45990000,0.47500000,0.44270000,0.44870000,182788187.10000000,1656719999999,83081567.68070000,182713,90547200.60000000,41168927.24160000,0
1656720000000,0.44870000,0.46170000,0.44080000,0.45590000,109165380.70000000,1656806399999,49191448.48722000,103433,54511257.60000000,24560752.90044000,0
1656806400000,0.45580000,0.46000000,0.44360000,0.45610000,90832805.90000000,1656892799999,41041921.16475000,92146,45450204.00000000,20539076.68531000,0
1656892800000,0.45600000,0.47650000,0.44450000,0.46950000,196991430.20000000,1656979199999,90547253.01091000,184438,97916231.90000000,45009548.43524000,0
1656979200000,0.46950000,0.47170000,0.44470000,0.45710000,171538047.70000000,1657065599999,78479359.61598000,159310,82749025.60000000,37860964.76144000,0
1657065600000,0.45710000,0.46560000,0.44700000,0.46230000,139221841.00000000,1657151999999,63728969.98517000,126851,70034300.90000000,32068575.59936000,0
1657152000000,0.46230000,0.48270000,0.46090000,0.47760000,142206515.10000000,1657238399999,66929708.46981000,131996,72476935.80000000,34116932.32261000,0
1657238400000,0.47750000,0.49300000,0.46000000,0.46610000,170807637.30000000,1657324799999,80808813.22228000,180769,84870910.10000000,40157789.06687000,0
1657324800000,0.46610000,0.48490000,0.46530000,0.47800000,100774030.70000000,1657411199999,48163760.13868000,116114,49465696.60000000,23644220.99802000,0
